"AED Serial Number",Model/Type,"School Location","School Name","School Code","Building Code",Region,"Is Cooling Center?",City,Zip,Floor,"Summer School?",Complete?,"Date Completed",Invoiced?,Recalled?,RMA?,"AED Location","Pads A","Pads B","Pediatric Pads","G 2005","Spare Battery Install Before Date",Battery,"Medical Director","Municipal Filing","Num Drills","Num Service Calls","Service History","Last Service Date","Trainer Name","# Trained","Contact Name","Contact Phone","Contact Email"
B10E-00711,FRX,"46 McKeever Place","P.S. 375 Jackie Robinson School",17-K-375,K320,6,N,Brooklyn,11225,,No,Yes,"2010-12-15 11:21:17",No,No,No,"Outside Rm 301",2026-07-01,2026-07-01,key,N,,2025-10-01,,,23,12,"Advised for unit to be moved to outside of main office.  12/10  *Advised again for unit to be moved outside of office. 12/11
sensor is malfunctioning. new wall cab and keys should be sent to Marleen Blair - 05/14/18 (Dan Ermert)
aed was chirping. pads were disconnected
new cab is here but hasn\'t been installed - 12/18/18 (Dan Ermert)",2025-10-17,,10,"Hebatallah Mostafa",718-693-6655,hmostafa@schools.nyc.gov
B10E-00905,FRX,"129-15 150 Avenue","P.S. 124 Osmond A Church",27-Q-124,Q124,5,N,"South Ozone Park",11420,,No,Yes,"2010-11-01 12:17:03",No,No,No,"Main Lobby",2026-07-01,2026-07-01,key,N,2024-12-01,2021-12-01,,,38,16,,2025-12-17,"Vinny Catania ",12,"Maritza Williams Jones",718-529-2580,Mjones3@schools.nyc.gov
B10F-01142,FRX,"5619 Flatlands Avenue","Region 6 Office",NYCDOE-K-995,,ISCR,N,Brooklyn,11234,,No,Yes,,No,No,No,"MAIN ENTRANCE",2028-07-01,2028-07-01,key,N,2026-05-01,2023-03-01,,,40,24,,2026-01-06,,75,"Erica DiGiovanna",718-968-6123,edigiovanna2@schools.nyc.gov
B10F-01436,,"3787 Bedford Avenue","James Madison High School",22-K-425,K425,6,N,Brooklyn,11229,,No,Yes,"2010-06-25 11:50:50",No,No,No,Cafeteria/Basement,2028-04-01,2026-01-01,key,N,2027-10-01,2022-06-01,,,38,35,"
new cabinet installed - 10/27/2016",2025-12-15,,29,"William Dumont",516-384-9916,"wdumont@schools.nyc.gov "
B10F-01526,FRX,"901 Classon Avenue","Clara Barton High School",17-K-600,,6,N,Brooklyn,11225,PSAL,No,Yes,"2010-07-30 11:21:55",No,No,No,"PSAL ",2026-07-01,2026-07-01,key,N,2028-05-01,2020-09-01,,,39,23,"Out with coach 6/16
aed is in soft case. needs a pelican case - 09/13/17 (Dan Ermert)
Out with Coach: 2018-05-01 14:42:45
AED Marked Unavailable 

AED Marked Unavailable 

Out with Coach: 2021-06-10 12:04:13
AED Marked Unavailable 

Out with Coach: 2024-12-10 12:54:07",2026-01-15,,16,"Mr. Meyerson","718 636 4900","mmeyerson@schools.nyc.gov "
B10F-01710,,"3787 Bedford Avenue","James Madison High School",22-K-425,K425,6,N,Brooklyn,11229,,No,Yes,"2010-06-25 11:52:13",No,No,No,"2nd Floor, Rm. 220",2026-01-01,2026-02-01,key,N,2022-09-01,2023-01-01,,,38,35,"
new cabinet installed - 10/27/2016",2025-12-15,,29,"William Dumont",516-384-9916,"wdumont@schools.nyc.gov "
B10F-01723,,"3787 Bedford Avenue","James Madison High School",22-K-425,K425,6,N,Brooklyn,11229,,No,Yes,"2010-06-25 11:52:42",No,No,No,"3rd Floor, Room 317",2028-03-01,2026-02-01,key,N,2028-05-01,2023-01-01,,,38,35,"
new cabinet installed - 10/27/2016",2025-12-15,,29,"William Dumont",516-384-9916,"wdumont@schools.nyc.gov "
B10F-01728,,"3787 Bedford Avenue","James Madison High School",22-K-425,K425,6,N,Brooklyn,11229,,No,Yes,"2010-06-25 11:53:27",No,No,No,"4th Floor, RM. 438",2028-03-01,2026-02-01,key,N,2024-08-01,2020-07-01,,,38,35,"
new cabinet installed - 10/27/2016",2025-12-15,,29,"William Dumont",516-384-9916,"wdumont@schools.nyc.gov "
B10F-01730,FRX,"901 Classon Avenue","Clara Barton High School",17-K-600,,6,N,Brooklyn,11225,PSAL,No,Yes,"2010-07-30 11:22:26",No,No,No,"PSAL ",2026-07-01,2026-07-01,key,N,2027-05-01,2022-01-01,,,39,23,"Out with Coach: 2018-05-01 14:42:45
AED Marked Unavailable 

AED Marked Unavailable 

Out with Coach: 2021-06-10 12:04:13
AED Marked Unavailable 
",2026-01-15,,16,"Mr. Meyerson","718 636 4900","mmeyerson@schools.nyc.gov "
B10F-01871,,"3787 Bedford Avenue","James Madison High School",22-K-425,K425,6,N,Brooklyn,11229,,No,Yes,"2010-06-25 11:54:02",No,No,No,"5th Floor Rm. 517",2028-03-01,2026-01-01,key,N,2028-05-01,2023-06-01,,,38,35,"new cabinet installed - 10/27/2016",2025-12-15,,29,"William Dumont",516-384-9916,"wdumont@schools.nyc.gov "
B10F-01971,FRX,"901 Classon Avenue","Clara Barton High School",17-K-600,K600,6,N,Brooklyn,11225,"3RD FLOOR 305",No,Yes,"2010-07-30 11:24:21",No,No,No,"3RD FLOOR 305",2026-07-01,2026-07-01,key,N,2025-02-01,2021-01-01,,,39,23,"needs 9 volt batteries  - 11/29/18 (Dan Ermert)",2026-01-15,,16,"Mr. Meyerson","718 636 4900","mmeyerson@schools.nyc.gov "
B10F-01976,,"3787 Bedford Avenue","James Madison High School",22-K-425,,6,N,Brooklyn,11229,,No,Yes,"2010-06-25 11:55:06",No,No,No,"PSAL ",2026-02-01,2026-02-01,key,N,2029-09-01,2025-05-01,,,38,35,"Out with Coach: 2018-03-12 11:44:40
Out with Coach: 2018-12-14 11:09:13
AED Marked Unavailable 
",2025-12-15,,29,"William Dumont",516-384-9916,"wdumont@schools.nyc.gov "
B10F-01979,FRX,"3787 Bedford Avenue","James Madison High School",22-K-425,,6,N,Brooklyn,11229,,No,Yes,"2010-06-25 11:55:35",No,No,No,PSAL,2026-02-01,2026-02-01,key,N,2028-05-01,2022-05-01,,,38,35,"Out with Coach: 2018-03-12 11:44:40",2025-12-15,,29,"William Dumont",516-384-9916,"wdumont@schools.nyc.gov "
B10F-01992,FRX,"3787 Bedford Avenue","James Madison High School",22-K-425,,6,N,Brooklyn,11229,,No,Yes,"2010-06-25 11:56:27",No,No,No,PSAL,2026-02-01,2026-02-01,key,N,2025-02-01,2020-09-01,,,38,35,"Out with coach 3/12
Out with Coach: 2017-10-06 11:22:37
AED Marked Unavailable 2017-10-06

Out with Coach: 2018-03-12 11:44:40",2025-12-15,,29,"William Dumont",516-384-9916,"wdumont@schools.nyc.gov "
B10F-02432,FRX,"3787 Bedford Avenue","James Madison High School",22-K-425,,6,N,Brooklyn,11229,,No,Yes,"2010-06-25 11:56:53",No,No,No,PSAL,2026-02-01,2026-02-01,key,N,2028-05-01,2023-01-01,,,38,35,"Out with coach 1/11 and again 3/12
Out with Coach: 2018-03-12 11:44:40",2025-12-15,,29,"William Dumont",516-384-9916,"wdumont@schools.nyc.gov "
B10F-02435,FRX,"3787 Bedford Avenue","James Madison High School",22-K-425,,6,N,Brooklyn,11229,,No,Yes,"2010-06-25 11:57:25",No,No,No,PSAL,2026-02-01,2026-02-01,key,N,2025-02-01,2020-09-01,,,38,35,"Unit not missing 6/16
Out with Coach: 2018-03-12 11:44:40

pocket mask (request made 5/22/25 by TL)",2025-12-15,,29,"William Dumont",516-384-9916,"wdumont@schools.nyc.gov "
B10F-02443,FRX,"3787 Bedford Avenue","James Madison High School",22-K-425,,6,N,Brooklyn,11229,,No,Yes,"2010-06-25 11:58:00",No,No,No,PSAL,2026-02-01,2026-02-01,key,N,2027-10-01,2022-06-01,,,38,35,"Out with Coach: 2017-10-06 11:22:37
AED Marked Unavailable 2017-10-06

Out with Coach: 2018-03-12 11:44:40",2025-12-15,,29,"William Dumont",516-384-9916,"wdumont@schools.nyc.gov "
B10F-02448,FRX,"46 McKeever Place","P.S. 375 Jackie Robinson School",17-K-375,K320,6,N,Brooklyn,11225,,No,Yes,"2010-12-15 11:22:19",No,No,No,"Main Entrance at Front Desk",2028-03-01,2026-07-01,key,N,2024-12-01,2020-07-01,,,23,12,,2025-10-17,,10,"Hebatallah Mostafa",718-693-6655,hmostafa@schools.nyc.gov
B10F-02514,FRX,"3787 Bedford Avenue","James Madison High School",22-K-425,,6,N,Brooklyn,11229,,No,Yes,"2010-06-25 11:58:37",No,No,No,PSAL,2026-02-01,2026-02-01,key,N,2029-10-01,2025-01-01,,,38,35,"Out with coach 6/15
Out with Coach: 2017-10-06 11:22:37
AED Marked Unavailable 2017-10-06

Out with Coach: 2018-03-12 11:44:40",2025-12-15,,29,"William Dumont",516-384-9916,"wdumont@schools.nyc.gov "
B10F-02574,FRX,"901 Classon Avenue","Clara Barton High School",17-K-600,K600,6,N,Brooklyn,11225,"4TH FLOOR 463",No,Yes,"2010-07-30 11:23:05",No,No,No,"4TH FLOOR 463",2026-07-01,2026-07-01,key,N,2029-09-01,2024-08-01,,,39,23,"Will change pads during next visit (no FRX pads available).  6/16 FM
needs 9 volt batteries - 11/29/18 (Dan Ermert)
spare battery was previously installed on unknown date.  gave new spare battery today.  9.11.19 (Daniel Ermert)",2026-01-15,,16,"Mr. Meyerson","718 636 4900","mmeyerson@schools.nyc.gov "
B10F-02580,FRX,"901 Classon Avenue","Clara Barton High School",17-K-600,,6,N,Brooklyn,11225,PSAL,No,Yes,"2010-07-30 11:24:37",No,No,No,"PSAL ",2026-07-01,2026-07-01,key,N,2028-05-01,2020-09-01,,,39,23,"Out with Coach: 2017-01-11 10:56:10
Out with Coach: 2017-06-02 13:01:38
Out with Coach: 2018-05-01 14:42:45
AED Marked Unavailable 

AED Marked Unavailable 

Out with Coach: 2021-06-10 12:04:13
AED Marked Unavailable 

Out with Coach: 2024-12-10 12:54:07",2026-01-15,,16,"Mr. Meyerson","718 636 4900","mmeyerson@schools.nyc.gov "
B10F-02583,FRX,"901 Classon Avenue","Clara Barton High School",17-K-600,K600,6,N,Brooklyn,11225,"2ND FLOOR OUTSIDE 270",No,Yes,"2010-07-30 11:24:52",No,No,No,"2ND FLOOR OUTSIDE 270",2026-07-01,2026-07-01,key,N,2025-02-01,2021-06-01,,,39,23,"alarm is broken, new wall cabinet and cab keys to be addressed to Matthew meyerson - 11/29/18 (Dan Ermert)",2026-01-15,,16,"Mr. Meyerson","718 636 4900","mmeyerson@schools.nyc.gov "
B10F-02602,,"3787 Bedford Avenue","James Madison High School",22-K-425,,6,N,Brooklyn,11229,,No,Yes,"2010-06-25 12:00:27",No,No,No,"PSAL ",2026-02-01,2026-02-01,key,N,2025-02-01,2021-02-01,,,38,35,"Out with Coach: 2018-03-12 11:44:40",2025-12-15,,29,"William Dumont",516-384-9916,"wdumont@schools.nyc.gov "
B10F-02609,,"3787 Bedford Avenue","James Madison High School",22-K-425,,6,N,Brooklyn,11229,,No,Yes,"2010-06-25 12:01:44",No,No,No,"PSAL ",2026-02-01,2026-02-01,key,N,2028-05-01,2023-06-01,,,38,35,"Out with coach 3/12
Out with Coach: 2018-03-12 11:44:40",2025-12-15,,29,"William Dumont",516-384-9916,"wdumont@schools.nyc.gov "
B10F-02610,FRX,"901 Classon Avenue","Clara Barton High School",17-K-600,,6,N,Brooklyn,11225,PSAL,No,Yes,"2010-07-30 11:25:01",No,No,No,"PSAL ",2026-07-01,2026-07-01,key,N,2027-05-01,2022-01-01,,,39,23,"Out with Coach: 2017-01-11 10:56:10
Out with Coach: 2017-06-02 13:01:38
Out with Coach: 2018-05-01 14:42:45
AED Marked Unavailable 

AED Marked Unavailable 
",2026-01-15,,16,"Mr. Meyerson","718 636 4900","mmeyerson@schools.nyc.gov "
B10F-02611,FRX,"129-15 150 Avenue","P.S. 124 Osmond A Church",27-Q-124,Q124,5,N,"South Ozone Park",11420,,No,Yes,"2010-11-01 12:18:43",No,No,No,"Outside Room 417",2026-07-01,2026-07-01,key,N,2022-07-01,2021-12-01,,,38,16,,2025-12-17,"Vinny Catania ",12,"Maritza Williams Jones",718-529-2580,Mjones3@schools.nyc.gov
B10F-02646,FRX,"901 Classon Avenue","Clara Barton High School",17-K-600,K600,6,N,Brooklyn,11225,Cafeteria/Basement,No,Yes,"2010-07-30 11:25:09",No,No,No,Cafeteria/Basement,2026-07-01,2026-07-01,key,N,2024-12-01,2021-01-01,,,39,23,,2026-01-15,,16,"Mr. Meyerson","718 636 4900","mmeyerson@schools.nyc.gov "
B10F-02649,FRX,"901 Classon Avenue","Clara Barton High School",17-K-600,,6,N,Brooklyn,11225,PSAL,No,Yes,"2010-07-30 11:25:36",No,No,No,PSAL,2026-07-01,2026-07-01,key,N,2028-05-01,2026-01-01,,,39,23,"Out with Coach: 2018-05-01 14:42:45
AED Marked Unavailable 

AED Marked Unavailable 

Out with Coach: 2021-06-10 12:04:13
AED Marked Unavailable 

Out with Coach: 2022-12-15 13:36:25
Out with Coach: 2024-12-10 12:54:07",2026-01-15,,16,"Mr. Meyerson","718 636 4900","mmeyerson@schools.nyc.gov "
B10F-02793,FRX,"2515 Avenue L","P.S. 193 Gil Hodges",22-K-193,K193,,N,Brooklyn,11210,"MAIN ENTRANCE",No,Yes,,No,No,No,"MAIN ENTRANCE",2026-07-01,2026-07-01,key,N,2025-03-01,2022-05-01,,,39,24,,2026-02-10,"Blake Karnes",13,"Lori Sblano",718-338-9011,lsblano@schools.nyc.gov
B10F-02813,FRX,"2515 Avenue L","P.S. 193 Gil Hodges",22-K-193,K193,,N,Brooklyn,11210,"OUTSIDE ROOM 313",No,Yes,,No,No,No,"OUTSIDE ROOM 313",2026-07-01,2026-07-01,key,N,2025-03-01,2022-05-01,,,39,24,"Replaced scissors in FR kit.  11/11",2026-02-10,"Blake Karnes",13,"Lori Sblano",718-338-9011,lsblano@schools.nyc.gov
B10F-02823,FRX,"158-40 76 Road","I.S. 250 The Robert F. Kennedy Community Middle School",25-Q-250,Q168,3,N,Flushing,11366,,No,Yes,"2010-11-03 00:00:00",No,No,No,"Outside Room 319A",2026-07-01,2026-02-01,key,Y,2025-03-01,2021-12-01,,,26,16,"battery 5/2022 - 10/11/2016
both cabs need new batteries.  advised school to change nine volt batteries -3.27.19",2025-12-16,"Steve Rizzo",4,"Matthew Bellittera ext ,5034",7183806929,mbellittera@schools.nyc.gov
B10F-02883,FRX,"1861 Anthony Avenue","P.S. 028 Mount Hope",09-X-028,X028,1,N,Bronx,10457,,No,Yes,,No,No,No,"4th Floor outside 402A",2028-04-01,2026-07-01,key,N,2024-02-01,2020-11-01,,,41,26,,2026-02-10,"Damian Carrera",12,"George Prisco","718 583 6444",gprisco2@schools.nyc.gov
B10F-02934,FRX,"89-30 113th Street","Richmond Hill High School",27-Q-475,,5,N,"Richmond Hill",11418,,No,Yes,"2011-10-14 13:09:42",No,No,No,PSAL,2024-03-01,2024-03-01,,N,2023-10-01,2022-05-01,,,36,38,"Out with coach 2/13
Out with Coach: 2019-11-12 12:09:15
AED Marked Unavailable 

AED Marked Unavailable 

Out with Coach: 2020-09-18 12:13:14
AED Marked Unavailable 

Out with Coach: 2021-03-27 10:43:41
Out with Coach: 2021-12-07 14:02:25
Out with Coach: 2023-02-09 13:48:18
Out with Coach: 2024-03-01 15:09:39
Out with Coach: 2024-05-17 11:06:31
Out with Coach: 2024-06-10 12:13:22
Out with Coach: 2024-12-16 11:05:54
Out with Coach: 2024-12-16 11:05:54
Out with Coach: 2025-05-23 14:11:56",2022-05-19,"Peter Shikar",16,"William O'Connell",516-672-8136,woconnell@schools.nyc.gov
B10F-02937,FRX,"330 59th Street","P.S. 506: The School of Journalism & Technology",20-K-506,K314,7,N,Brooklyn,11220,,No,Yes,"2015-06-03 12:15:41",No,No,No,"Main Entrance 506",2028-04-01,2026-02-01,key,N,2028-12-01,2023-03-01,,,13,6,"Pad replacement. Chirping unit due to pads. 03/11. BM.",2026-01-15,"John McKoll",15,"Jessica Penate",718-492-0087,JPenate@school.nyc.gov
B10F-02940,FRX,"41-77 Little Neck Parkway","P.S. 094 David D. Porter",26-Q-094,Q094,3,N,"Little Neck",11363,"MAIN ENTRANCE",No,Yes,,No,No,No,"Outside Main Office",2026-07-01,2026-07-01,key,N,2025-03-01,2021-10-01,,,53,25,"
incorrect spare battery date - 10/13/2016",2025-11-25,"Steve Rizzo",3,"Vivian Wu",718-423-8491,VWu2@schools.nyc.gov
B10F-02941,FRX,"153 35th Street","Sunset Park High School",15-K-667,,,N,Brooklyn,11232,,No,Yes,"2011-12-11 16:13:06",No,No,No,"PSAL Rom 113",2026-07-01,2026-01-01,key,N,2028-05-01,2024-01-01,,,30,20,"PSAL Unit used for volleyball and basketball.  Stored in Room 113 when not used.  11/11  *Unable to perform service call on this unit.  Will return. 9/14
Out with Coach: 2020-12-14 09:20:15
AED Marked Unavailable 
",2026-01-13,"Blake Karnes",15,"jinan abdeljabbar",718-840-1900,jabdeljabbar@schools.nyc.gov
B10F-02988,FRX,"100-00 Beach Channel Drive","Channel View School For Research",27-Q-262,Q410,,N,"Rockaway Park",11694,,No,Yes,"2011-07-06 13:17:26",No,No,No,D318,2026-01-01,2026-01-01,key,N,2026-03-01,2023-06-01,,,22,19,"latch on wall cabinet is broke.   door will not close completely - 04/13/18 (Michael Barr)
A new wall cabinet was delivered to replace the one at this location.   the custodial staff has been notified to replace it asap.   the new cabinet was delivered on 4 19 2018  - 11/09/18 (Michael Barr)",2025-10-15,"Pier Campbell",10,"Nora Marley",3473071754,Nmarley@schools.nyc.gov
B10F-03002,FRX,"159-01 59 Avenue","P.S. 163 Flushing Heights",25-Q-163,Q163,3,N,Flushing,11365,,No,Yes,"2010-11-11 12:45:44",No,No,No,"Outside Room 360",2026-02-01,2026-02-01,key,N,2028-05-01,2022-05-01,,,37,18,,2025-12-03,"Steve Rizzo",12,"Jennifer Marsilla",718-353-2514,jmarsilla@schools.nyc.gov
B10F-03003,FRX,"107-25 Wren Place","P.S./I.S. 116 William C. Hughley",29-Q-116,Q116,3,N,Jamaica,11433,,No,Yes,"2010-11-03 00:00:00",No,No,No,"Outside Room 407",2026-07-01,2026-07-01,key,Y,2026-01-01,2024-01-01,,,41,22,"wall cab door doesn\'t close. New cabinet should be addressed to sharmayne witherspoon. - 12/17/18 (Dan Ermert)",2026-02-27,"Vinny Catania ",16,"chantia Dalton",7185264884,cdalton6@schools.nyc.gov
B10F-03032,FRX,"75-02 162 Street","P.S. 154 Queens",25-Q-154,Q154,3,N,Flushing,11366,,No,Yes,"2010-09-28 14:34:10",No,No,No,"MAIN ENTRANCE",2026-07-01,2026-02-01,key,N,2025-02-01,2021-04-01,,,35,20,,2025-12-16,"Steve Rizzo",12,"Cindy King",718-591-1500," cking9@schools.nyc.gov "
B10F-03040,FRX,"111 East 33 Street","Manhattan Academy for Arts and Language",02-M-427,M620,,N,"New York",10016,"MAIN ENTRANCE",No,Yes,"2010-09-28 13:31:45",No,No,No,"Room 526",2026-07-01,2026-07-01,key,N,2029-10-01,2019-10-01,,,15,13,"AED mounted inside office.  Advised faculty to move to hallway.  9/11  *School advised to move AED into hallway, but they're concerned about theft. 12/13
9/3/14 school moved to fifth floor and took AED with them. They were advised the AED must be placed outside room 526",2025-12-16,"Peter Shikar",2,"Alicia Ally",212-5760530,aally3@schools.nyc.gov
B10F-03065,FRX,"800 Gates Avenue","Uncommon Bed-Stuy East Middle School",84-K-648,K324,UC,N,Brooklyn,11221,"MAIN LOBBY BY SCHOOL SAFETY",No,Yes,"2010-09-15 15:46:19",No,No,No,"MAIN LOBBY BY SCHOOL SAFETY",2028-04-01,2028-04-01,key,N,2024-12-01,2022-09-01,,,3,6,,2024-09-17,,15,"Rosemary Diaz","(718) 669-7460",Rosemary.diaz@bedstuycollegiate.org
B10F-03066,FRX,"2310 Glenwood Road","P.S. K315",22-K-315,K152,,N,Brooklyn,11210,"MAIN ENTRANCE",No,Yes,,No,No,No,"MAIN ENTRANCE",2026-07-01,2026-07-01,key,N,2025-03-01,2022-02-01,,,39,20,,2026-01-05,"Blake Karnes",1,"Tammy Hyams",718-421-9560,thyams@schools.nyc.gov
B10F-03143,FRX,"6214 4 Avenue","School of Math, Science, and Healthy Living",20-K-971,K971,,N,Brooklyn,11220,,No,Yes,"2011-02-09 14:27:26",No,No,No,"Opposite Room 315",2026-01-01,2026-01-01,key,N,,2026-02-01,,,29,18,"wall cab needs new batteries.  advised school to change nine volt batteries - 4.8.2019 (Dan Ermert)
need back up battery Aug 2020 Russo",2025-09-29,"John McKoll",9,"Albert Shao",718-765-2200,ashao@schools.nyc.gov
B10F-03179,FRX,"2310 Glenwood Road","P.S. K315",22-K-315,K152,,N,Brooklyn,11210,"4TH FLOOR",No,Yes,,No,No,No,"4TH FLOOR. outside 407",2026-07-01,2026-07-01,key,N,2029-08-01,2024-05-01,,,39,20,,2026-01-05,"Blake Karnes",1,"Tammy Hyams",718-421-9560,thyams@schools.nyc.gov
B10F-03180,FRX,"65 Court Street","NYC DOE 65 Court Street",00-K-801,K801,,N,Brooklyn,11201,,No,Yes,"2011-01-31 18:27:57",No,No,No,"main lobby",2028-05-01,2026-01-01,key,N,2031-07-01,2020-07-01,,,30,21,,2026-01-23,"Jonathan Cruz",24,"John O'Donnell",718-935-5288,Jodonnell2@schools.nyc.gov
B10F-03184,FRX,"158-40 76 Road","I.S. 250 The Robert F. Kennedy Community Middle School",25-Q-250,Q168,3,N,Flushing,11366,,No,Yes,"2010-11-03 00:00:00",No,No,No,"Main Entrance",2027-12-01,2026-02-01,key,Y,2025-02-01,2021-03-01,,,26,16,"
battery 5/2022 - 10/11/2016",2025-12-16,"Steve Rizzo",4,"Matthew Bellittera ext ,5034",7183806929,mbellittera@schools.nyc.gov
B10F-03186,FRX,"1861 Anthony Avenue","P.S. 028 Mount Hope",09-X-028,X028,1,N,Bronx,10457,,No,Yes,,No,No,No,"2nd Floor  ",2028-04-01,2026-07-01,key,N,2024-12-01,2020-11-01,,,41,26,,2026-02-10,"Damian Carrera",12,"George Prisco","718 583 6444",gprisco2@schools.nyc.gov
B10F-03196,FRX,"107-25 Wren Place","P.S./I.S. 116 William C. Hughley",29-Q-116,Q116,3,N,Jamaica,11433,,No,Yes,"2010-11-03 00:00:00",No,No,No,"Main Entrance",2026-07-01,2026-07-01,key,Y,2028-12-01,2024-01-01,,,41,22,,2026-02-27,"Vinny Catania ",16,"chantia Dalton",7185264884,cdalton6@schools.nyc.gov
B10F-03202,FRX,"8696 24th Avenue","P.S. 101 The Verrazano",21-K-101,K101,7,N,Brooklyn,11214,,No,Yes,"2010-11-05 15:56:00",No,No,No,"Outside Room 323",2026-07-01,2026-07-01,key,N,,2026-01-01,,,38,24,"Defective alarm on cabinet.  12/10",2026-01-23,"David Cirillo",12,"Elisa Kane",718-372-0221,ekane2@schools.nyc.gov
B10F-03211,FRX,"188-04 91 Avenue","Cambria Heights Academy",29-Q-326,Q799,,N,Hollis,11423,,No,Yes,"2010-11-03 14:41:02",No,No,No,"2nd Floor -Back Stairs",2027-12-01,2027-12-01,key,Y,,2026-03-01,,,29,30,"Missing 2nd set of pads. 10/14",2025-11-10,"Steve Rizzo",2,"Nicole Alamu",718-776-2820,nalamu@schools.nyc.gov
B10F-03252,FRX,"109 Bay 14 Street","P.S. 163 Bath Beach",20-K-163,K807,7,N,Brooklyn,11214,,No,Yes,"2011-07-06 13:26:34",No,No,No,"3rd Floor Outside Room 305",2026-07-01,2026-07-01,key,N,2023-05-01,2028-05-01,,,40,23,,2025-11-20,"David Cirillo",12,"Jennifer Ojeda",,jojeda5@schools.nyc.gov
B10F-03266,FRX,"8696 24th Avenue","P.S. 101 The Verrazano",21-K-101,K101,7,N,Brooklyn,11214,"2nd floor",No,Yes,"2010-11-05 15:55:10",No,No,No,"outside room 261",2026-07-01,2026-07-01,key,N,2025-02-01,2020-07-01,,,38,24,"Out with Coach: 2016-10-13 11:22:10",2025-10-22,"David Cirillo",12,"Elisa Kane",718-372-0221,ekane2@schools.nyc.gov
B10F-03268,FRX,"333 West 17th Street","N.Y.C. Lab School for Collaborative Studies",02-M-412,,,N,"New York",10011,,No,Yes,"2011-10-24 15:40:37",No,No,No,PSAL,2026-07-01,2026-07-01,key,N,2029-09-01,2024-11-01,,,30,30,"Out with coach 5/15 and again 11/15
Out with Coach: 2017-06-01 13:53:17
AED Marked Unavailable 

AED Marked Unavailable 

Out with Coach: 2018-09-27 11:18:08
AED Marked Unavailable 

Out with Coach: 2022-04-14 13:22:42
Out with Coach: 2024-06-05 13:20:57",2025-12-17,"Taylor Litz",1,"michelle padron",9736988249,mpadron@schools.nyc.gov
